,Word,Freq
0,aims,1
1,important,1
2,lifecycle,1
3,potential,1
4,sectors,1
5,technology,1
6,physical,1
7,related,1
8,relevant,1
9,support,2
10,collected,1
11,design,1
12,emerging,1
13,future,1
14,scientific,1
15,systematic_review,1
16,topic,1
17,understand,1
